Brand,Model_Name,Processor_name,ram,Processor_generation,OS,storage,rating,price,screen_size(inch)
ASUS,ASUSROGStrixG15(2022)Ryzen,AMD Ryzen 7 Octa Core ,16 GB DDR5 ,,Windows 11 ,1 TB SSD39.62 ,4.0,"₹1,05,990", 15.6  
acer,acerPredatorHelios300Corei7,Intel Core i7 ,16 GB DDR5 ,12th Gen,64 bit Windows 11 ,1 TB SSD39.62 ,5.0,"₹1,55,490", 15.6  
Ultimus,UltimusS151CeleronDualCore-,Intel Celeron Dual Core ,4 GB LPDDR4 ,,Windows 11 ,128 GB SSD35.81 ,4.3,"₹19,990", 14.1 
Lenovo,LenovoCorei310thGen-,Intel Core i3 ,4 GB DDR4 ,10th Gen,64 bit Windows 10 ,1 TB HDD39.62 ,3.9,"₹33,499", 15.6 
HP,HPPavilionIntelCorei512th,Intel Core i5 ,8 GB DDR4 ,12th Gen,64 bit Windows 11 ,512 GB SSD39.62 ,3.9,"₹63,990", 15.6 
acer,acerPredatorHelios300Corei9,Intel Core i9 ,16 GB DDR4 ,11th Gen,64 bit Windows 11 ,1 TB SSD39.62 ,4.4,"₹1,24,990", 15.6  
ASUS,ASUSEeeBook12CeleronDualCore,Intel Celeron Dual Core ,4 GB DDR4 ,,64 bit Windows 11 ,29.46 ,4.5,"₹21,990", 11.6  
Lenovo,LenovoIdeaPad3CeleronDualCore,Intel Celeron Dual Core ,4 GB DDR4 ,,64 bit Windows 10 ,256 GB SSD35.56 ,5.0,"₹30,100", 14 
HP,HPCorei712thGen-,Intel Core i7 ,32 GB DDR5 ,12th Gen,64 bit Windows 11 ,1 TB SSD43.94 ,4.2,"₹1,99,990", 17.3  
acer,acerAspire5Corei511th,Intel Core i5 ,8 GB DDR4 ,11th Gen,64 bit Windows 11 ,1 TB HDD|256 GB SSD39.62 ,4.5,"₹61,130", 15.6 
Lenovo,LenovoCorei311thGen-,Intel Core i3 ,8 GB DDR4 ,11th Gen,Windows 11 ,1 TB HDD|256 GB SSD39.62 ,3.6,"₹40,990", 15.6 
ASUS,ASUSTUFGamingF15Corei5,Intel Core i5 ,8 GB DDR4 ,11th Gen,64 bit Windows 10 ,1 TB SSD39.62 ,4.4,"₹75,990", 15.6 
HP,HPLaptopwithBacklitKeyboardCore,Intel Core i3 ,8 GB DDR4 ,11th Gen,64 bit Windows 11 ,512 GB SSD39.62 ,4.3,"₹46,890", 15.6 
ASUS,ASUSEeeBook12CeleronDualCore,Intel Celeron Dual Core ,4 GB DDR4 ,,64 bit Windows 11 ,29.46 ,4.0,"₹19,990", 11.6  
ASUS,ASUSVivobookS14OLED(2022)Intel,Intel Core i7 ,16 GB DDR4 ,12th Gen,Windows 11 ,512 GB SSD35.56 ,3.8,"₹89,990", 14 
DELL,DELLCorei511thGen-,Intel Core i5 ,8 GB DDR4 ,11th Gen,Windows 11 ,512 GB SSD39.62 ,4.0,"₹59,790", 15.6 
MSI,MSICorei912thGen-,Intel Core i9 ,16 GB DDR4 ,12th Gen,64 bit Windows 11 ,1 TB SSD39.62 ,4.1,"₹1,25,990", 15.6  
ASUS,ASUSROGZephyrusDuo16(2022),AMD Ryzen 7 Octa Core ,32 GB DDR5 ,,64 bit Windows 11 ,2 TB SSD40.64 ,4.4,"₹2,49,990", 16  
ASUS,ASUSROGZephyrusG15(2022)with,AMD Ryzen 7 Octa Core ,16 GB DDR5 ,,64 bit Windows 11 ,1 TB SSD39.62 ,4.0,"₹1,49,990", 15.6 
DELL,DELLInspironPentiumQuadCore-,Intel Pentium Quad Core ,8 GB DDR4 ,,64 bit Windows 11 ,256 GB SSD39.62 ,4.8,"₹36,990", 15.6 
ASUS,ASUSASUSTUFDashCorei5,Intel Core i5 ,16 GB DDR4 ,11th Gen,64 bit Windows 10 ,512 GB SSD39.62 ,4.3,"₹85,990", 15.6 
HP,HPRyzen7OctaCore5700U,AMD Ryzen 7 Octa Core ,8 GB DDR4 ,,64 bit Windows 10 ,512 GB SSD35.56 ,4.2,"₹60,990", 14 
DELL,DELLG15Corei512thGen,Intel Core i5 ,8 GB DDR5 ,12th Gen,64 bit Windows 11 ,512 GB SSD39.62 ,4.4,"₹87,900", 15.6  
Lenovo,LenovoIdeapad3DualCore3020e,AMD Dual Core ,4 GB DDR4 ,,64 bit Windows 10 ,1 TB HDD39.62 ,4.0,"₹27,490", 15.6 
HP,HPG8Ryzen3DualCore,AMD Ryzen 3 Dual Core ,8 GB DDR4 ,,64 bit Windows 11 ,1 TB HDD35.56 ,3.7,"₹28,999", 14 
acer,acerPredatorHelios300Corei7,Intel Core i7 ,16 GB DDR4 ,11th Gen,Windows 10 ,1 TB HDD|512 GB SSD39.62 ,4.5,"₹1,17,990", 15.6 
DELL,DELLCorei512thGen-,Intel Core i5 ,8 GB DDR4 ,12th Gen,64 bit Windows 11 ,1 TB HDD|256 GB SSD39.62 ,4.3,"₹61,497", 15.6  
HP,HPOMENRyzen5HexaCore,AMD Ryzen 5 Hexa Core ,8 GB DDR4 ,,64 bit Windows 11 ,512 GB SSD40.89 ,4.5,"₹70,400", 16.1 
Lenovo,LenovoIdeaPad5ProCorei5,Intel Core i5 ,16 GB DDR4 ,11th Gen,Windows 10 ,512 GB SSD35.56 ,4.0,"₹69,000", 14  
ASUS,ASUSROGZephyrusG15(2022)with,AMD Ryzen 7 Octa Core ,16 GB DDR5 ,,64 bit Windows 11 ,1 TB SSD39.62 ,4.8,"₹1,49,990", 15.6 
HP,HPVictusRyzen5HexaCore,AMD Ryzen 5 Hexa Core ,8 GB DDR5 ,,64 bit Windows 11 ,512 GB SSD40.89 ,4.1,"₹96,579", 16.1  
DELL,DELLCorei711thGen-,, 16MB L3,," & Storage: 16GB DDR4 (2 DIMM Slots) & 512GB SSDGraphics: NVIDIA� GEFORCE� RTX 3050 Ti (4GB GDDR6)Display: 15.6"" FHD WVA AG 250 nits 120Hz Narrow Border, Backlit Keyboard OrangeColor: Dark Shadow GreyPorts: 1. HiSpeed USB 2.0 | 2. HiSpeed USB 2.0 with PowerShare | 3. USB 3.2 Gen 1 Type-C port with DisplayPort with alt mode | 4. SuperSpeed USB 3.2 | 5. HDMI | 6. Power in | 7. RJ45 | 8. Headphones/micIntel Core i7 ", & Storage: 16GB DDR4 (2 DIMM Slots) & 512GB SSDGraphics: NVIDIA� GEFORCE� RTX 3050 Ti (4GB GDDR6),4.2,"₹1,01,990", & Storage: 16GB DDR4 2 DIMM Slots & 512GB SSDGraphics: NVIDIA� GEFORCE� RTX 3050 Ti 4GB GDDR6
HP,HPVictusRyzen7OctaCore,AMD Ryzen 7 Octa Core ,8 GB DDR5 ,,64 bit Windows 11 ,512 GB SSD40.89 ,4.8,"₹94,990", 16.1  
MSI,MSIStealthGS77Corei712th,Intel Core i7 ,32 GB DDR5 ,12th Gen,64 bit Windows 11 ,2 TB SSD43.94 ,4.5,"₹3,14,990", 17.3 
DELL,DELLCorei311thGen-,Intel Core i3 ,8 GB DDR4 ,11th Gen,Windows 11 ,1 TB HDD|256 GB SSD38.1 ,4.2,"₹46,900", 15 
ASUS,ASUSROGZephyrusM16(2022)with,Intel Core i9 ,32 GB DDR5 ,12th Gen,64 bit Windows 11 ,2 TB SSD40.64 ,3.9,"₹3,31,990", 16  
DELL,DELLG15Corei712thGen,Intel Core i7 ,16 GB DDR5 ,12th Gen,64 bit Windows 11 ,1 TB SSD39.62 ,4.6,"₹1,16,490", 15.6 
HP,HPRyzen3HexaCore4th,AMD Ryzen 3 Hexa Core ,8 GB DDR4 ,4th Gen,Windows 10 ,512 GB SSD39.62 ,4.4,"₹64,590", 15.6 
DELL,DELLG15Corei712thGen,Intel Core i7 ,16 GB DDR5 ,12th Gen,64 bit Windows 11 ,1 TB SSD39.62 ,3.9,"₹1,37,990", 15.6  
DELL,DELLVostroCorei511thGen,Intel Core i5 ,8 GB DDR4 ,11th Gen,64 bit Windows 10 ,512 GB SSD35.56 ,4.1,"₹55,690", 14 
Lenovo,LenovoLegion5Corei711th,Intel Core i7 ,16 GB DDR4 ,11th Gen,64 bit Windows 10 ,512 GB SSD39.62 ,4.2,"₹1,09,990", 15.6 
ASUS,ASUSCorei711thGen-,Intel Core i7 ,8 GB DDR4 ,11th Gen,Windows 10 ,1 TB HDD|256 GB SSD39.62 ,4.7,"₹79,990", 15.6 
ASUS,ASUSVivobookPro16XOLED(2021),AMD Ryzen 9 Octa Core ,16 GB DDR4 ,9th Gen,64 bit Windows 11 ,1 TB SSD40.64 ,4.4,"₹1,30,500", 16  
ASUS,ASUSROGZephyrusDuo16(2022),AMD Ryzen 9 Octa Core ,32 GB DDR5 ,,64 bit Windows 11 ,2 TB SSD40.64 ,4.1,"₹3,61,990", 16  
ASUS,ASUSROGFlowX16(2022)with,AMD Ryzen 9 Octa Core ,16 GB DDR5 ,,Windows 11 ,1 TB SSD40.64 ,4.3,"₹2,11,990", 16  Touchscreen 
DELL,DELLInspironCorei310thGen,Intel Core i3 ,4 GB DDR4 ,10th Gen,64 bit Windows 10 ,256 GB SSD38.1 ,4.4,"₹39,890", 15 
MSI,MSICorei712thGen-,Intel Core i7 ,16 GB DDR4 ,12th Gen,64 bit Windows 11 ,1 TB SSD39.62 ,3.7,"₹1,39,990", 15.6 
MSI,MSIGP65LeopardCorei710th,"15.6 inches Full HD IPS Thin Bezel Display (144Hz, 45% NTSC Color Gamut)Intel Core i7 ",16 GB DDR4 ,10th Gen,64 bit Windows 10 ,1 TB HDD|256 GB SSD39.62 ,4.5,"₹99,990", 15.6 
HP,HPPavilionIntelCorei511th,Intel Core i5 ,16 GB DDR4 ,11th Gen,64 bit Windows 10 ,512 GB SSD35.56 ,4.5,"₹66,700", 14 
DELL,DELLCorei511thGen-,Intel Core i5 ,8 GB DDR4 ,11th Gen,64 bit Windows 10 ,1 TB HDD|256 GB SSD39.62 ,4.5,"₹68,990", 15.6 
DELL,DELLAllienwareCorei911thGen,Intel Core i9 ,32 GB DDR4 ,11th Gen,64 bit Windows 11 ,1 TB SSD43.94 ,4.1,"₹4,34,830", 17.3  
ALIENWARE,ALIENWARECorei910thGen-,"NVIDIA GeForce RTX 2080 with Max-Q15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 NitsAlienware Cryo-tech thermal technology to keep the system cool and running at highest performanceTobii-eye tracking to track head pose, presence, fine gaze and eye positionIn-built Alienware Command center software with enhanced control over system settingsIntel Core i9 ",32 GB DDR4 ,10th Gen,64 bit Windows 10 ,1 TB SSD39.62 ,4.6,"₹3,45,390", 15.6 
HP,HPVictusCorei712thGen,Intel Core i7 ,16 GB DDR4 ,12th Gen,64 bit Windows 11 ,512 GB SSD39.62 ,4.5,"₹1,05,822", 15.6 
Lenovo,LenovoIdeaPadFlex3ChromebookCeleron,Intel Celeron Dual Core ,4 GB LPDDR4X ,,64 bit Chrome ,29.46 ,3.6,"₹28,490", 11.6 
Lenovo,LenovoIdeapadSlim5iCorei5,Intel Core i5 ,16 GB DDR4 ,11th Gen,64 bit Windows 10 ,512 GB SSD39.62 ,4.2,"₹66,990", 15.6  
acer,acerNitro5Corei512th,Intel Core i5 ,8 GB DDR4 ,12th Gen,64 bit Windows 11 ,512 GB SSD39.62 ,3.5,"₹86,999", 15.6 
ASUS,ASUSCorei311thGen-,Intel Core i3 ,8 GB DDR4 ,11th Gen,64 bit Windows 10 ,256 GB SSD39.62 ,4.7,"₹36,990", 15.6 
Lenovo,LenovoIdeaPad1CeleronDualCore,Intel Celeron Dual Core ,4 GB DDR4 ,,64 bit Windows 11 ,256 GB SSD29.46 ,3.7,"₹23,250", 11.6  
DELL,DELLVostroCorei311thGen,Intel Core i3 ,8 GB DDR4 ,11th Gen,64 bit Windows 10 ,256 GB SSD35.56 ,4.3,"₹42,390", 14 
Lenovo,LenovoIdeapadSlim5iCorei5,Intel Core i5 ,8 GB DDR4 ,11th Gen,64 bit Windows 10 ,512 GB SSD35.56 ,4.2,"₹58,990", 14 
ASUS,ASUSZenBookPro15Corei7,First Ever ScreenpadNVIDIA GeForce GTX 1050 TiIntel Core i7 ,16 GB DDR4 ,8th Gen,64 bit Windows 10 ,1 TB SSD39.62 ,4.8,"₹1,10,990", 15.6 
acer,acerPredatorHelios300Corei5,NVIDIA Geforce GTX 1050 Ti for Desktop Level PerformanceOptimized Dolby Audio Premium Sound Enhancement128 GB SSD Capacity for Reduced Boot Up Time and in Game LoadingDual Fan Cooling with Metal AeroBlade for Interuption Free GamingFineTip Backlit Keyboard with Independent Standard Numeric KeypadIntel Core i5 ,8 GB DDR4 ,8th Gen,64 bit Windows 10 ,1 TB HDD|128 GB SSD39.62 ,4.6,"₹74,590", 15.6 
DELL,DELLRyzen5HexaCoreAMD,"NVIDIA RTX 3050 Graphics upto 90W TGP15.6 inch Full HD AG Display (250 nits Brightness, 120Hz, Narrow Border)Alienware Command CenterAMD Ryzen 5 Hexa Core ",8 GB DDR4 ,,64 bit Windows 11 ,512 GB SSD39.62 ,4.7,"₹71,990", 15.6 
Lenovo,LenovoYogaSlim7Corei5,Intel Core i5 ,16 GB DDR4 ,11th Gen,64 bit Windows 10 ,512 GB SSD35.56 ,4.0,"₹84,990", 14 
ASUS,ASUSZenbookS13OLEDRyzen,AMD Ryzen 7 Octa Core ,16 GB LPDDR5 ,,Windows 11 ,1 TB SSD33.78 ,4.3,"₹1,19,990", 13.3  Touchscreen 
MSI,MSICreator15Corei710th,Intel Core i7 ,32 GB DDR4 ,10th Gen,64 bit Windows 10 ,1 TB SSD39.62 ,4.6,"₹2,14,990", 15.6 
MSI,MSIModern14Corei311th,Intel Core i3 ,8 GB DDR4 ,11th Gen,64 bit Windows 10 ,512 GB SSD35.56 ,4.2,"₹48,790", 14 
DELL,DELLVostroRyzen7OctaCore,AMD Ryzen 7 Octa Core ,16 GB DDR4 ,,64 bit Windows 11 ,512 GB SSD40.64 ,4.0,"₹76,000", 16 
ASUS,ASUSROGFlowX13(2021)Ryzen,AMD Ryzen 9 Octa Core ,32 GB LPDDR4X ,,64 bit Windows 10 ,1 TB SSD34.04 ,5.0,"₹2,24,990", 13.4  Touchscreen 
Infinix,InfinixINBookX2PlusCorei3,Intel Core i3 ,8 GB LPDDR4X ,11th Gen,64 bit Windows 11 ,512 GB SSD39.62 ,4.1,"₹49,990", 15.6  
ASUS,ASUSROGFlowZ13(2022)Core,Intel Core i7 ,16 GB LPDDR5 ,12th Gen,64 bit Windows 11 ,512 GB SSD34.04 ,4.4,"₹1,64,990", 13.4  Touchscreen 
HP,HPRyzen3DualCore3250U,AMD Ryzen 3 Dual Core ,8 GB DDR4 ,,64 bit Windows 11 ,256 GB SSD39.62 ,3.9,"₹31,490", 15.6 
DELL,DELLCorei312thGen-,Intel Core i3 ,8 GB DDR4 ,12th Gen,64 bit Windows 11 ,512 GB SSD39.62 ,4.0,"₹48,077", 15.6  
ASUS,ASUSROGStrixG15AdvantageEdition,AMD Ryzen 9 Octa Core ,16 GB DDR4 ,,Windows 10 ,1 TB SSD39.62 ,4.6,"₹1,54,990", 15.6 
ASUS,ASUSCorei710thGen-,Intel Core i7 ,32 GB DDR4 ,10th Gen,64 bit Windows 10 ,1 TB SSD39.62 ,4.6,"₹2,24,990", 15.6 
ASUS,ASUSVivoBook15Corei510th,Intel Core i5 ,8 GB DDR4 ,10th Gen,64 bit Windows 10 ,1 TB HDD39.62 ,3.9,"₹44,990", 15.6 
ASUS,ASUSTUFGamingF15Corei5,Intel Core i5 ,8 GB DDR4 ,10th Gen,64 bit Windows 10 ,512 GB SSD39.62 ,4.4,"₹65,990", 15.6  
ASUS,ASUSVivobook14Corei310th,Intel Core i3 ,8 GB DDR4 ,10th Gen,64 bit Windows 10 ,1 TB HDD35.81 ,3.9,"₹31,990", 14.1 
Lenovo,LenovoCorei310thGen-,Intel Core i3 ,8 GB DDR4 ,10th Gen,Windows 10 ,256 GB SSD35.56 ,5.0,"₹38,980", 14 
HP,HPHPPavilionRyzen5Hexa,AMD Ryzen 5 Hexa Core ,8 GB DDR4 ,,64 bit Windows 10 ,512 GB SSD39.62 ,4.4,"₹68,990", 15.6 
DELL,DELLInspironCorei311thGen,Intel Core i3 ,8 GB DDR4 ,11th Gen,64 bit Windows 10 ,256 GB SSD39.62 ,4.0,"₹43,090", 15.6 
DELL,DELLCorei312thGen-,Intel Core i3 ,8 GB DDR4 ,12th Gen,64 bit Windows 11 ,512 GB SSD39.62 ,4.5,"₹49,348", 15.6  
DELL,DELLAllienwareCorei712thGen,Intel Core i7 ,16 GB DDR5 ,12th Gen,64 bit Windows 11 ,512 GB SSD39.62 ,3.5,"₹2,21,774", 15.6  
Lenovo,LenovoIdeaPadGaming3Ryzen5,AMD Ryzen 5 Hexa Core ,8 GB DDR4 ,,64 bit Windows 10 ,512 GB SSD39.62 ,4.0,"₹73,990", 15.6 
DELL,DELLInspironRyzen7OctaCore,AMD Ryzen 7 Octa Core ,16 GB DDR4 ,,64 bit Windows 11 ,512 GB SSD40.64 ,3.9,"₹77,990", 16  
ALIENWARE,ALIENWARECorei710thGen-,"NVIDIA GeForce RTX 206015.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 NitsAlienware Cryo-tech thermal technology to keep the system cool and running at highest performanceTobii-eye tracking to track head pose, presence, fine gaze and eye positionIn-built Alienware Command center software with enhanced control over system settingsIntel Core i7 ",16 GB DDR4 ,10th Gen,64 bit Windows 10 ,1 TB SSD39.62 ,4.1,"₹2,14,790", 15.6 
ALIENWARE,ALIENWARECorei710thGen-,"NVIDIA GeForce GTX 1660 Ti15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 NitsAlienware Cryo-tech thermal technology to keep the system cool and running at highest performanceTobii-eye tracking to track head pose, presence, fine gaze and eye positionIn-built Alienware Command center software with enhanced control over system settingsIntel Core i7 ",16 GB DDR4 ,10th Gen,64 bit Windows 10 ,512 GB SSD39.62 ,4.9,"₹1,99,990", 15.6 
DELL,DELLVostroRyzen5HexaCore,AMD Ryzen 5 Hexa Core ,8 GB DDR4 ,,64 bit Windows 11 ,512 GB SSD35.56 ,4.5,"₹52,414", 14  
ASUS,ASUSROGZephyrusM16(2022)with,Intel Core i7 ,16 GB DDR5 ,12th Gen,64 bit Windows 11 ,1 TB SSD40.64 ,5.0,"₹1,79,990", 16  
ASUS,ASUSChromebookCeleronDualCore-,Intel Celeron Dual Core ,4 GB LPDDR4 ,,Chrome ,35.56 ,4.1,"₹25,990", 14 
DELL,DELLInspironCorei512thGen,Intel Core i5 ,16 GB DDR4 ,12th Gen,64 bit Windows 11 ,512 GB SSD35.56 ,4.2,"₹80,615", 14 
ASUS,ASUSROGZephyrusG15(2022)with,AMD Ryzen 7 Octa Core ,16 GB DDR5 ,,64 bit Windows 11 ,1 TB SSD39.62 ,4.4,"₹1,55,990", 15.6 
Infinix,InfinixX1SlimSeriesCorei7,Intel Core i7 ,16 GB LPDDR4X ,10th Gen,64 bit Windows 11 ,512 GB SSD35.56 ,3.6,"₹49,990", 14  
Lenovo,LenovoLegion5ProCorei7,Intel Core i7 ,16 GB DDR4 ,11th Gen,64 bit Windows 11 ,1 TB SSD40.64 ,4.6,"₹1,57,990", 16 
ASUS,ASUSCorei512thGen-,Intel Core i5 ,16 GB DDR5 ,12th Gen,Windows 11 ,512 GB SSD39.62 ,4.2,"₹92,990", 15.6 
ASUS,ASUSROGFlowX16(2022)with,AMD Ryzen 7 Octa Core ,16 GB DDR5 ,,64 bit Windows 11 ,1 TB SSD40.64 ,3.5,"₹1,71,990", 16  Touchscreen 
ASUS,ASUSROGFlowX13(2022)Ryzen,AMD Ryzen 9 Octa Core ,16 GB LPDDR5 ,,Windows 11 ,1 TB SSD34.04 ,4.2,"₹1,51,990", 13.4  Touchscreen 
ASUS,ASUSExpertBookB9Corei710th,Intel Core i7 ,16 GB LPDDR3 ,10th Gen,64 bit Windows 10 ,2 TB SSD35.56 ,4.4,"₹2,33,990", 14 
DELL,DELLCorei512thGen-,Intel Core i5 ,16 GB DDR5 ,12th Gen,64 bit Windows 11 ,512 GB SSD33.78 ,3.8,"₹76,590", 13.3  
HP,HPPavilionRyzen7OctaCore,AMD Ryzen 7 Octa Core ,16 GB DDR4 ,,64 bit Windows 10 ,512 GB SSD39.62 ,4.6,"₹90,000", 15.6 
ASUS,ASUSChromebookFlipTouchCeleronDual,Intel Celeron Dual Core ,4 GB LPDDR4 ,,Chrome ,29.46 ,4.0,"₹23,490", 11.6 
ASUS,ASUSZenbookFlip14OLED(2022),Intel Core i7 ,16 GB LPDDR5 ,12th Gen,64 bit Windows 11 ,512 GB SSD35.56 ,3.0,"₹1,25,990", 14 
Lenovo,LenovoIdeapadSlim3iCorei5,Intel Core i5 ,8 GB DDR4 ,10th Gen,64 bit Windows 10 ,1 TB HDD|256 GB SSD39.62 ,4.2,"₹50,990", 15.6 
